id,material_nr,Brand,material_desc,Currency,price
7954,302MW94230,kyocera,KYOCERA PARTS COVER FRONT ASSY 30 LV SP,usd,51.6
7955,302MW94231,kyocera,KYOCERA PARTS COVER FRONT ASSY 30 LV SP,usd,51.6
7956,302MW94241,kyocera,KYOCERA PARTS COVER FRONT ASSY 30 TA SP,usd,51.6
7957,302MW94251,kyocera,KYOCERA PARTS COVER FRONT ASSY 30 UT SP,usd,51.6
7958,302MW94260,kyocera,KYOCERA PARTS PWB MAIN ASSY SP TR,usd,429.6
7959,302MX05010,kyocera,KYOCERA SHEET OPERATION RIGHT LV,usd,4.8
7960,302MX05020,kyocera,KYOCERA SHEET OPERATION LEFT LV,usd,4.8
7961,302MX05030,kyocera,KYOCERA SHEET OPERATION RIGHT G LV,usd,4.8
7962,302MX05040,kyocera,KYOCERA SHEET OPERATION RIGHT F LV,usd,4.8
7963,302MX05050,kyocera,KYOCERA SHEET OPERATION RIGHT I LV,usd,4.8
7964,302MX05060,kyocera,KYOCERA SHEET OPERATION RIGHT S LV,usd,4.8
7965,302MX05070,kyocera,KYOCERA SHEET OPERATION RIGHT P(B) LV,usd,4.8
7966,302MX05080,kyocera,KYOCERA SHEET OPERATION RIGHT N LV,usd,4.8
7967,302MX05090,kyocera,KYOCERA SHEET OPERATION RIGHT R LV,usd,4.8
7968,302MX05100,kyocera,KYOCERA SHEET OPERATION LEFT G LV,usd,4.8
7969,302MX05110,kyocera,KYOCERA SHEET OPERATION LEFT F LV,usd,4.8
7970,302MX05120,kyocera,KYOCERA SHEET OPERATION LEFT I LV,usd,4.8
7971,302MX05130,kyocera,KYOCERA SHEET OPERATION LEFT S LV,usd,4.8
7972,302MX05140,kyocera,KYOCERA SHEET OPERATION LEFT P(B) LV,usd,4.8
7973,302MX05150,kyocera,KYOCERA SHEET OPERATION LEFT N LV,usd,4.8
7974,302MX05160,kyocera,KYOCERA SHEET OPERATION LEFT R LV,usd,4.8
7975,302MX05170,kyocera,KYOCERA SHEET EMBLEM 256I TA,usd,1.2
7976,302MX05180,kyocera,KYOCERA SHEET EMBLEM 256I UT,usd,1.2
7977,302MX94011,kyocera,KYOCERA PARTS COVER FRONT ASSY 25 E SP,usd,55.2
7978,302MX94050,kyocera,KYOCERA PARTS COVER FRONT ASSY 25 LV SP,usd,51.6
7979,302MX94051,kyocera,KYOCERA PARTS COVER FRONT ASSY 25 LV SP,usd,51.6
7980,302MX94061,kyocera,KYOCERA PARTS COVER FRONT ASSY 25 TA SP,usd,51.6
7981,302MX94071,kyocera,KYOCERA PARTS COVER FRONT ASSY 25 UT SP,usd,51.6
7982,302MY04010,kyocera,KYOCERA COVER LEFT TOP,usd,39.6
7983,302MY04020,kyocera,KYOCERA COVER TRAY LEFT,usd,6.0
7984,302MY05010,kyocera,KYOCERA SHEET OPERATION LEFT E,usd,6.0
7985,302MY05030,kyocera,KYOCERA SHEET OPERATION LEFT S,usd,4.8
7986,302MY05040,kyocera,KYOCERA SHEET OPERATION LEFT F,usd,4.8
7987,302MY05050,kyocera,KYOCERA SHEET OPERATION LEFT P,usd,4.8
7988,302MY05060,kyocera,KYOCERA SHEET OPERATION LEFT G,usd,4.8
7989,302MY05070,kyocera,KYOCERA SHEET OPERATION LEFT I,usd,4.8
7990,302MY05080,kyocera,KYOCERA SHEET OPERATION LEFT N,usd,4.8
7991,302MY05090,kyocera,KYOCERA SHEET OPERATION LEFT R,usd,4.8
7992,302MY93010,kyocera,KYOCERA DK-896,usd,132.0
7993,302MY93011,kyocera,KYOCERA DK-896,usd,123.6
7994,302MY93012,kyocera,KYOCERA DK-896,usd,132.0
7995,302MY93013,kyocera,KYOCERA DK-896,usd,132.0
7996,302MY93020,kyocera,KYOCERA DV-896Y,usd,138.0
7997,302MY93021,kyocera,KYOCERA DV-896Y,usd,145.2
7998,302MY93022,kyocera,KYOCERA DV-896Y,usd,138.0
7999,302MY93023,kyocera,KYOCERA DV-896Y,usd,138.0
8000,302MY93024,kyocera,KYOCERA DV-896Y,usd,138.0
8001,302MY93025,kyocera,KYOCERA DV-896Y,usd,145.2
8002,302MY93030,kyocera,KYOCERA DV-896M,usd,138.0
8003,302MY93031,kyocera,KYOCERA DV-896M,usd,145.2
8004,302MY93032,kyocera,KYOCERA DV-896M,usd,138.0
8005,302MY93033,kyocera,KYOCERA DV-896M,usd,145.2
8006,302MY93034,kyocera,KYOCERA DV-896M,usd,138.0
8007,302MY93035,kyocera,KYOCERA DV-896M,usd,145.2
8008,302MY93040,kyocera,KYOCERA DV-896C,usd,138.0
8009,302MY93041,kyocera,KYOCERA DV-896C,usd,145.2
8010,302MY93042,kyocera,KYOCERA DV-896C,usd,138.0
8011,302MY93043,kyocera,KYOCERA DV-896C,usd,138.0
8012,302MY93044,kyocera,KYOCERA DV-896C,usd,138.0
8013,302MY93045,kyocera,KYOCERA DV-896C,usd,145.2
8014,302MY93050,kyocera,KYOCERA DV-896K,usd,145.2
8015,302MY93051,kyocera,KYOCERA DV-896K,usd,138.0
8016,302MY93052,kyocera,KYOCERA DV-896K,usd,145.2
8017,302MY93053,kyocera,KYOCERA DV-896K,usd,138.0
8018,302MY93054,kyocera,KYOCERA DV-896K,usd,138.0
8019,302MY93055,kyocera,KYOCERA DV-896K,usd,145.2
8020,302MY93060,kyocera,KYOCERA TR-896A,usd,204.0
8021,302MY93061,kyocera,KYOCERA TR-896A,usd,204.0
8022,302MY93070,kyocera,KYOCERA TR-896B,usd,55.2
8023,302MY93071,kyocera,KYOCERA TR-896B,usd,58.8
8024,302MY93083,kyocera,KYOCERA FK-896,usd,302.4
8025,302MY93090,kyocera,KYOCERA MC-896,usd,58.8
8026,302MY93091,kyocera,KYOCERA MC-896,usd,58.8
8027,302MY94021,kyocera,KYOCERA PARTS COVER FRONT ASSY 25 E SP,usd,70.8
8028,302MY94032,kyocera,KYOCERA PARTS OPERATION UNIT SP,usd,298.8
8029,302MY94051,kyocera,KYOCERA PARTS PWB MAIN ASSY SP,usd,392.4
8030,302MY94062,kyocera,KYOCERA PARTS PWB MAIN ASSY SP EU,usd,454.8
8031,302MY94080,kyocera,KYOCERA PARTS MEMORY MODULE SP,usd,116.4
8032,302MY94091,kyocera,KYOCERA PARTS PWB ENGINE ASSY SP,usd,170.4
8033,302MY94110,kyocera,KYOCERA PARTS PWB PANEL MAIN ASSY SP,usd,182.4
8034,302MY94120,kyocera,KYOCERA PARTS CONVEYING UNIT SP,usd,111.6
8035,302MY94220,kyocera,KYOCERA PARTS COVER FRONT ASSY 25 TA SP,usd,66.0
8036,302MY94221,kyocera,KYOCERA PARTS COVER FRONT ASSY 25 TA SP,usd,66.0
8037,302MY94230,kyocera,KYOCERA PARTS COVER FRONT ASSY 25 UT SP,usd,66.0
8038,302MY94231,kyocera,KYOCERA PARTS COVER FRONT ASSY 25 UT SP,usd,66.0
8039,302MZ05020,kyocera,KYOCERA SHEET OPERATION RIGHT G LV,usd,4.8
8040,302MZ05030,kyocera,KYOCERA SHEET OPERATION RIGHT F LV,usd,4.8
8041,302MZ05040,kyocera,KYOCERA SHEET OPERATION RIGHT I LV,usd,4.8
8042,302MZ05050,kyocera,KYOCERA SHEET OPERATION RIGHT S LV,usd,4.8
8043,302MZ05060,kyocera,KYOCERA SHEET OPERATION RIGHT P LV,usd,4.8
8044,302MZ05070,kyocera,KYOCERA SHEET OPERATION RIGHT N LV,usd,4.8
8045,302MZ05080,kyocera,KYOCERA SHEET OPERATION RIGHT R LV,usd,4.8
8046,302MZ05100,kyocera,KYOCERA SHEET OPERATION LEFT G LV,usd,4.8
8047,302MZ05110,kyocera,KYOCERA SHEET OPERATION LEFT F LV,usd,4.8
8048,302MZ05120,kyocera,KYOCERA SHEET OPERATION LEFT I LV,usd,4.8
8049,302MZ05130,kyocera,KYOCERA SHEET OPERATION LEFT S LV,usd,4.8
8050,302MZ05140,kyocera,KYOCERA SHEET OPERATION LEFT P LV,usd,4.8
8051,302MZ05150,kyocera,KYOCERA SHEET OPERATION LEFT N LV,usd,4.8
8052,302MZ05160,kyocera,KYOCERA SHEET OPERATION LEFT R LV,usd,4.8
8053,302MZ94021,kyocera,KYOCERA PARTS COVER FRONT ASSY 20 E SP,usd,68.4
8054,302MZ94030,kyocera,KYOCERA PARTS COVER FRONT ASSY 20 LV SP,usd,66.0
8055,302MZ94031,kyocera,KYOCERA PARTS COVER FRONT ASSY 20 LV SP,usd,66.0
8056,302MZ94040,kyocera,KYOCERA PARTS COVER FRONT ASSY 20 TA SP,usd,68.4
8057,302MZ94041,kyocera,KYOCERA PARTS COVER FRONT ASSY 20 TA SP,usd,68.4
8058,302MZ94050,kyocera,KYOCERA PARTS COVER FRONT ASSY 20 UT SP,usd,68.4
8059,302MZ94051,kyocera,KYOCERA PARTS COVER FRONT ASSY 20 UT SP,usd,68.4
8060,302N134220,kyocera,KYOCERA SHEET EMBLEM FS C8600,usd,1.2
8061,302N134280,kyocera,KYOCERA SHEET EMBLEM P C4580 TA,usd,1.2
8062,302N134290,kyocera,KYOCERA SHEET EMBLEM P C4580 UT,usd,1.2
8063,302N202011,kyocera,KYOCERA CASTER 100 CN,usd,8.4
8064,302N204010,kyocera,KYOCERA COVER FRONT TOP,usd,36.0
8065,302N204020,kyocera,KYOCERA MOUNT TABLE,usd,1.2
8066,302N204040,kyocera,KYOCERA LID TOP RIGHT,usd,6.0
8067,302N204050,kyocera,KYOCERA LID TOP LEFT,usd,4.8
8068,302N204060,kyocera,KYOCERA GLASS TABLE,usd,42.0
8069,302N204070,kyocera,KYOCERA MOUNT GLASS TABLE,usd,30.0
8070,302N204080,kyocera,KYOCERA STAY TABLE GLASS,usd,33.6
8071,302N204090,kyocera,KYOCERA MOUNT USB,usd,1.2
8072,302N204100,kyocera,KYOCERA RETAINER GLASS TABLE,usd,1.2
8073,302N204110,kyocera,KYOCERA MOUNT TABLE MIDDLE,usd,1.2
8074,302N204120,kyocera,KYOCERA LID TOP KEYBOARD,usd,1.2
8075,302N204130,kyocera,KYOCERA SHEET GLASS TABLE,usd,1.2
8076,302N204140,kyocera,KYOCERA COVER RIGHT UPPER,usd,37.2
8077,302N204150,kyocera,KYOCERA NUT ADJUST M2,usd,1.2
8078,302N204170,kyocera,KYOCERA COVER TOP LID RIGHT,usd,3.6
8079,302N204180,kyocera,KYOCERA COVER CASSETTE,usd,31.2
8080,302N204190,kyocera,KYOCERA SHEET EMBLEM 7551,usd,32.4
8081,302N204200,kyocera,KYOCERA COVER REAR LOWER,usd,54.0
8082,302N204350,kyocera,KYOCERA SHEET EMBLEM 7505 TA,usd,32.4
8083,302N204360,kyocera,KYOCERA SHEET EMBLEM 7505 UT,usd,32.4
8084,302N205010,kyocera,KYOCERA MOUNT MAIN PWB,usd,39.6
8085,302N205020,kyocera,KYOCERA COVER OPERATION A,usd,33.6
8086,302N205030,kyocera,KYOCERA COVER OPERATION B,usd,32.4
8087,302N205040,kyocera,KYOCERA LENS LED,usd,1.2
8088,302N205050,kyocera,KYOCERA HOLDER LED,usd,4.8
8089,302N205062,kyocera,KYOCERA SPONGE LCD A,usd,1.2
8090,302N205072,kyocera,KYOCERA SPONGE LCD B,usd,1.2
8091,302N205080,kyocera,KYOCERA FILM WIRE LCD,usd,1.2
8092,302N205090,kyocera,KYOCERA COVER OPERATION ARM A,usd,6.0
8093,302N205100,kyocera,KYOCERA COVER OPERATION ARM B,usd,6.0
8094,302N205110,kyocera,KYOCERA COVER OPERATION HINGE A,usd,6.0
8095,302N205120,kyocera,KYOCERA COVER OPERATION HINGE B,usd,4.8
8096,302N205130,kyocera,KYOCERA COVER HINGE FULCRUM A,usd,4.8
8097,302N205140,kyocera,KYOCERA COVER HINGE FULCRUM B,usd,4.8
8098,302N205150,kyocera,KYOCERA PLATE LCD,usd,4.8
8099,302N205160,kyocera,KYOCERA TAPE SHIELDING LCD,usd,3.6
8100,302N205180,kyocera,KYOCERA SEAL OPERATION ARM,usd,1.2
8101,302N205190,kyocera,KYOCERA KEY START B,usd,1.2
8102,302N205510,kyocera,KYOCERA SHEET OPERATION EN,usd,4.8
8103,302N205530,kyocera,KYOCERA SHEET OPERATION DE,usd,4.8
8104,302N205540,kyocera,KYOCERA SHEET OPERATION FR,usd,4.8
8105,302N205550,kyocera,KYOCERA SHEET OPERATION TL,usd,4.8
8106,302N205560,kyocera,KYOCERA SHEET OPERATION ES,usd,4.8
8107,302N205570,kyocera,KYOCERA SHEET OPERATION PT,usd,4.8
8108,302N205580,kyocera,KYOCERA SHEET OPERATION NL,usd,4.8
8109,302N205590,kyocera,KYOCERA SHEET OPERATION RU,usd,4.8
8110,302N205630,kyocera,KYOCERA SHEET OPERATION KDA EN,usd,4.8
8111,302N205640,kyocera,KYOCERA SHEET OPERATION KDA FR,usd,4.8
8112,302N205650,kyocera,KYOCERA SHEET OPERATION KDA ES,usd,4.8
8113,302N205660,kyocera,KYOCERA SHEET OPERATION KDA PT,usd,4.8
8114,302N205670,kyocera,KYOCERA LABEL LED SET A,usd,4.8
8115,302N209011,kyocera,KYOCERA CASSETTE BASE,usd,48.0
8116,302N209020,kyocera,KYOCERA CURSOR END,usd,1.2
8117,302N209030,kyocera,KYOCERA ARM SIZE DETECTION,usd,4.8
8118,302N209040,kyocera,KYOCERA SPRING CASSETTE EARTH,usd,1.2
8119,302N209050,kyocera,KYOCERA CUSHION BOTTOM PLATE,usd,1.2
8120,302N209501,kyocera,KYOCERA SLIDER CASSETTE RIGHT,usd,42.0
8121,302N209511,kyocera,KYOCERA SLIDER CASSETTE LEFT,usd,39.6
8122,302N209521,kyocera,KYOCERA STAY CASSETTE FRONT,usd,33.6
8123,302N209530,kyocera,KYOCERA MOUNT SLIDER LF,usd,1.2
8124,302N209540,kyocera,KYOCERA MOUNT SLIDER LR,usd,1.2
8125,302N209550,kyocera,KYOCERA PLATE CASSETTE HOLD,usd,1.2
8126,302N217010,kyocera,KYOCERA MOUNT DP HINGE,usd,6.0
8127,302N224010,kyocera,KYOCERA SHAFT DRIVE MIDDLE,usd,1.2
8128,302N225060,kyocera,KYOCERA SHAFT FEED,usd,1.2
8129,302N229010,kyocera,KYOCERA GUIDE DU UPPER C,usd,38.4
8130,302N229020,kyocera,KYOCERA GUIDE DU LOWER C,usd,42.0
8131,302N233020,kyocera,KYOCERA COVER FILTER LEFT SIDE,usd,4.8
8132,302N233110,kyocera,KYOCERA LID DISPOSAL,usd,8.4
8133,302N233A10,kyocera,KYOCERA FILM DLP RAIL LEFT,usd,6.0
8134,302N239010,kyocera,KYOCERA GUIDE WIRE USB,usd,3.6
8135,302N246010,kyocera,KYOCERA WIRE PANEL DATA JOINT,usd,31.2
8136,302N246020,kyocera,KYOCERA WIRE MAIN-OPERATION,usd,28.8
8137,302N246030,kyocera,KYOCERA WIRE PANEL JOINT,usd,38.4
8138,302N246040,kyocera,KYOCERA WIRE FFC MAIN-ENGINE,usd,36.0
8139,302N246050,kyocera,KYOCERA WIRE FFC KEY PWB,usd,3.6
8140,302N246080,kyocera,KYOCERA WIRE INLET ASSY,usd,6.0
8141,302N246090,kyocera,KYOCERA WIRE LED PWB,usd,3.6
8142,302N246100,kyocera,KYOCERA WIRE USB HOST JOINT,usd,39.6
8143,302N246120,kyocera,KYOCERA WIRE USB KEYBOARD,usd,31.2
8144,302N246130,kyocera,KYOCERA WIRE USB CARD READER,usd,31.2
8145,302N246140,kyocera,KYOCERA WIRE HVU MAIN,usd,69.6
8146,302N246150,kyocera,KYOCERA WIRE TONER DUCT FAN A,usd,4.8
8147,302N246170,kyocera,KYOCERA WIRE FUSER JOINT,usd,49.2
8148,302N246180,kyocera,KYOCERA WIRE MAIN SWITCH,usd,42.0
8149,302N293010,kyocera,KYOCERA CT-8706,usd,124.8
8150,302N293011,kyocera,KYOCERA CT-8706,usd,132.0
8151,302N293040,kyocera,KYOCERA FK-8702,usd,277.2
8152,302N293041,kyocera,KYOCERA FK-8702,usd,277.2
8153,302N293042,kyocera,KYOCERA FK-8702,usd,292.8
8154,302N293050,kyocera,KYOCERA PARTS STORAGE DEVICE SP,usd,151.2
8155,302N293090,kyocera,KYOCERA LK-8707,usd,207.6
8156,302N293091,kyocera,KYOCERA LK-8707,usd,207.6
8157,302N293092,kyocera,KYOCERA LK-8707,usd,219.6
8158,302N294010,kyocera,KYOCERA PARTS MOTOR ISU SP,usd,60.0
8159,302N294020,kyocera,KYOCERA PARTS SLIDER CASSETTE LEFT ASSY SP,usd,49.2
8160,302N294030,kyocera,KYOCERA PARTS PRIMARY FEED UNIT DECK SP,usd,90.0
8161,302N294031,kyocera,KYOCERA PARTS PRIMARY FEED UNIT DECK SP,usd,84.0
8162,302N294040,kyocera,KYOCERA PARTS COVER CASSETTE ASSY SP,usd,44.4
8163,302N294050,kyocera,KYOCERA PARTS DECK UNIT SP,usd,123.6
8164,302N294051,kyocera,KYOCERA PARTS DECK UNIT SP,usd,116.4
8165,302N294080,kyocera,KYOCERA PARTS IH BOX ASSY E SP,usd,176.4
8166,302N294090,kyocera,KYOCERA PARTS OPERATION UNIT SP,usd,345.6
8167,302N294091,kyocera,KYOCERA PARTS OPERATION UNIT SP,usd,327.6
8168,302N294120,kyocera,KYOCERA PARTS DISPOSAL UNIT(M2) SP,usd,79.2
8169,302N294130,kyocera,KYOCERA PARTS TABLET OPERATION SP,usd,70.8
8170,302N294140,kyocera,KYOCERA PARTS LCD OPERATION SP,usd,189.6
8171,302N294150,kyocera,KYOCERA PARTS PWB PANEL MAIN ASSY SP,usd,102.0
8172,302N294160,kyocera,KYOCERA PARTS PWB OPERATION ASSY SP,usd,43.2
8173,302N294170,kyocera,KYOCERA PARTS PWB OPERATION LED ASSY SP,usd,7.2
8174,302N294180,kyocera,KYOCERA PARTS PWB ENGINE ASSY SP,usd,229.2
8175,302N294201,kyocera,KYOCERA PARTS PWB MAIN ASSY SP EU,usd,420.0
8176,302N294210,kyocera,KYOCERA PARTS PWB FRONT CLR ASSY SP,usd,72.0
8177,302N294230,kyocera,KYOCERA PARTS SPONGE LCD SET SP,usd,3.6
8178,302N294290,kyocera,KYOCERA PARTS COVER INNER ASSY SP,usd,39.6
8179,302N294300,kyocera,KYOCERA PARTS COVER FRONT UPPER ASSY SP,usd,39.6
8180,302N294310,kyocera,KYOCERA PARTS COVER INNER CASSETTE R ASSY SP,usd,7.2
8181,302N294320,kyocera,KYOCERA PARTS COVER FRONT A UNIT SP,usd,37.2
8182,302N294330,kyocera,KYOCERA PARTS COVER LEFT UPPER ASSY SP,usd,49.2
8183,302N304010,kyocera,KYOCERA SHEET EMBLEM 6551,usd,32.4
8184,302N304040,kyocera,KYOCERA SHEET EMBLEM 6505 TA,usd,32.4
8185,302N304050,kyocera,KYOCERA SHEET EMBLEM 6505 UT,usd,32.4
8186,302N402010,kyocera,KYOCERA STAY ISU TOP LEFT,usd,33.6
8187,302N402020,kyocera,KYOCERA PLATE EARTH FRAME REAR,usd,1.2
8188,302N402361,kyocera,KYOCERA SPONGE FRONT COVER,usd,1.2
8189,302N403010,kyocera,KYOCERA RAIL CONTAINER C,usd,32.4
8190,302N403040,kyocera,KYOCERA SEAL INNER COVER B,usd,1.2
8191,302N403090,kyocera,KYOCERA SEAL HOLDER SENSOR,usd,1.2
8192,302N403100,kyocera,KYOCERA SEAL GUIDE CONTAINER,usd,1.2
8193,302N403110,kyocera,KYOCERA SEAL FRAME INNER A,usd,1.2
8194,302N403120,kyocera,KYOCERA SEAL FRAME INNER F,usd,3.6
8195,302N403130,kyocera,KYOCERA SEAL FRAME INNER C,usd,1.2
8196,302N403141,kyocera,KYOCERA SEAL FRAME INNER B,usd,4.8
8197,302N403150,kyocera,KYOCERA SEAL FRAME INNER E,usd,3.6
8198,302N403160,kyocera,KYOCERA SEAL RETAINER PU D,usd,3.6
8199,302N403170,kyocera,KYOCERA SPONGE IH LOWER A,usd,3.6
8200,302N403180,kyocera,KYOCERA SPONGE IH LOWER B,usd,1.2
8201,302N403190,kyocera,KYOCERA SEAL WASTE SENSOR,usd,1.2
8202,302N403200,kyocera,KYOCERA SHEET INNER COVER A,usd,1.2
8203,302N403211,kyocera,KYOCERA FILM COVER CONNECTOR A,usd,4.8
8204,302N403212,kyocera,KYOCERA FILM COVER CONNECTOR A,usd,4.8
8205,302N403221,kyocera,KYOCERA FILM COVER CONNECTOR B,usd,3.6
8206,302N403230,kyocera,KYOCERA SEAL RETAINER PU A,usd,1.2
8207,302N403240,kyocera,KYOCERA SEAL RETAINER PU B,usd,1.2
8208,302N403250,kyocera,KYOCERA SEAL RETAINER PU C,usd,1.2
8209,302N403270,kyocera,KYOCERA SEAL COVER CONNECTOR A,usd,1.2
8210,302N403280,kyocera,KYOCERA SEAL COVER CONNECTOR B,usd,1.2
8211,302N403290,kyocera,KYOCERA SEAL PIPE TIP,usd,1.2
8212,302N403301,kyocera,KYOCERA SEAL PIPE INSIDE,usd,3.6
8213,302N403310,kyocera,KYOCERA SEAL PIPE LOWER,usd,1.2
8214,302N403330,kyocera,KYOCERA SEAL TONER PIPE,usd,1.2
8215,302N403340,kyocera,KYOCERA SEAL DRUM JOINT,usd,4.8
8216,302N403350,kyocera,KYOCERA SHEET INNER FAN,usd,1.2
8217,302N403360,kyocera,KYOCERA SEAL WASTE PIPE LOWER,usd,1.2
8218,302N403371,kyocera,KYOCERA SEAL GUIDE CONTAINER B,usd,1.2
8219,302N403380,kyocera,KYOCERA FILM COVER CONNECTOR C,usd,1.2
8220,302N403390,kyocera,KYOCERA SEAL GUIDE CONTAINER C,usd,1.2
8221,302N403400,kyocera,KYOCERA SEAL GUIDE CONTAINER D,usd,1.2
8222,302N403410,kyocera,KYOCERA FILM COVER CONNECTOR D,usd,1.2
8223,302N403420,kyocera,KYOCERA SEAL SHUTTER GUIDE,usd,1.2
8224,302N404011,kyocera,KYOCERA COVER FRONT,usd,67.2
8225,302N404020,kyocera,KYOCERA COVER TOP TRAY,usd,58.8
8226,302N404030,kyocera,KYOCERA COVER FRONT UPPER,usd,7.2
8227,302N404040,kyocera,KYOCERA LID CARD,usd,4.8
8228,302N404050,kyocera,KYOCERA COVER LEFT UPPER,usd,51.6
8229,302N404070,kyocera,KYOCERA COVER EXIT,usd,7.2
8230,302N404080,kyocera,KYOCERA COVER TRAY REAR,usd,42.0
8231,302N404090,kyocera,KYOCERA COVER ISU BOTTOM,usd,7.2
8232,302N404130,kyocera,KYOCERA CASE CLIP,usd,1.2
8233,302N404181,kyocera,KYOCERA MOUNT USB LEFT,usd,3.6
8234,302N404190,kyocera,KYOCERA COVER ISU FRONT,usd,6.0
8235,302N404201,kyocera,KYOCERA COVER CASSETTE A,usd,45.6
8236,302N404211,kyocera,KYOCERA COVER CASSETTE B,usd,45.6
8237,302N404241,kyocera,KYOCERA LID USB FRONT,usd,4.8
8238,302N404260,kyocera,KYOCERA COVER FRONT UPPER B,usd,1.2
8239,302N404270,kyocera,KYOCERA SHEET EMBLEM 5551,usd,42.0
8240,302N404280,kyocera,KYOCERA LID KEYBOARD A,usd,3.6
8241,302N404371,kyocera,KYOCERA COVER DP CONNECTOR,usd,4.8
8242,302N404380,kyocera,KYOCERA LID COVER LEFT,usd,1.2
8243,302N404391,kyocera,KYOCERA COVER REAR UPPER,usd,43.2
8244,302N404400,kyocera,KYOCERA COVER REAR LOWER,usd,44.4
8245,302N404410,kyocera,KYOCERA PIN ISU FRONT,usd,1.2
8246,302N404440,kyocera,KYOCERA SHEET EMBLEM 5505 UT,usd,42.0
8247,302N404450,kyocera,KYOCERA SHEET EMBLEM 5505 TA,usd,42.0
8248,302N404460,kyocera,KYOCERA SPONGE IC CARD,usd,1.2
8249,302N404480,kyocera,KYOCERA LID DP BOARD,usd,3.6
8250,302N404510,kyocera,KYOCERA COVER RIGHT MIDDLE R,usd,40.8
8251,302N405011,kyocera,KYOCERA COVER OPERATION A,usd,34.8
8252,302N405020,kyocera,KYOCERA MOUNT MAIN PWB,usd,34.8
8253,302N405060,kyocera,KYOCERA KEY COLOR,usd,3.6
8254,302N405070,kyocera,KYOCERA KEY FUNCTION,usd,1.2
8255,302N405080,kyocera,KYOCERA KEY MENU,usd,4.8
8256,302N405090,kyocera,KYOCERA KEY POWER,usd,1.2
8257,302N405100,kyocera,KYOCERA KEY HOME,usd,4.8
8258,302N405110,kyocera,KYOCERA KEY DISPLAY,usd,1.2
8259,302N405120,kyocera,KYOCERA KEY RIGHT SIDE,usd,4.8
8260,302N405130,kyocera,KYOCERA PANEL OPERATION,usd,6.0
8261,302N405140,kyocera,KYOCERA LID OPERATION SHEET A,usd,1.2
8262,302N405150,kyocera,KYOCERA LID OPERATION SHEET B,usd,1.2
8263,302N405160,kyocera,KYOCERA GUIDE WIRE OPERATION,usd,4.8
8264,302N405180,kyocera,KYOCERA HOLDER SPEAKER,usd,4.8
8265,302N405191,kyocera,KYOCERA COVER OPERATION B,usd,40.8
8266,302N405200,kyocera,KYOCERA LENS LED,usd,1.2
8267,302N405210,kyocera,KYOCERA FILM LCD WIRE,usd,1.2
8268,302N405241,kyocera,KYOCERA SPONGE LCD A,usd,1.2
8269,302N405251,kyocera,KYOCERA SPONGE LCD B,usd,1.2
8270,302N405260,kyocera,KYOCERA SPACER LCD A,usd,1.2
8271,302N405270,kyocera,KYOCERA SPACER LCD B,usd,1.2
8272,302N405510,kyocera,KYOCERA SHEET OPERATION EN,usd,4.8
8273,302N405520,kyocera,KYOCERA SHEET COLOR,usd,1.2
8274,302N405530,kyocera,KYOCERA SHEET OPERATION DE,usd,4.8
8275,302N405540,kyocera,KYOCERA SHEET OPERATION FR,usd,4.8
8276,302N405550,kyocera,KYOCERA SHEET OPERATION TL,usd,4.8
8277,302N405560,kyocera,KYOCERA SHEET OPERATION ES,usd,4.8
8278,302N405570,kyocera,KYOCERA SHEET OPERATION PT,usd,4.8
8279,302N405580,kyocera,KYOCERA SHEET OPERATION NL,usd,4.8
8280,302N405590,kyocera,KYOCERA SHEET OPERATION RU,usd,4.8
8281,302N405630,kyocera,KYOCERA SHEET OPERATION KDA EN,usd,4.8
8282,302N405660,kyocera,KYOCERA SHEET OPERATION KDA PT,usd,4.8
8283,302N406010,kyocera,KYOCERA PLATE FRAME UPPER,usd,34.8
8284,302N406020,kyocera,KYOCERA PLATE FRAME LOWER,usd,33.6
8285,302N406030,kyocera,KYOCERA PULLEY FEED,usd,4.8
8286,302N406040,kyocera,KYOCERA PULLEY RETARD,usd,4.8
8287,302N406050,kyocera,KYOCERA HOLDER PICKUP,usd,4.8
8288,302N406060,kyocera,KYOCERA GUIDE FRONT LOWER,usd,1.2
8289,302N406070,kyocera,KYOCERA SHAFT PICKUP PRIMARY,usd,4.8
8290,302N406090,kyocera,KYOCERA SHAFT RETARD,usd,4.8
8291,302N406100,kyocera,KYOCERA GEAR Z32 FEED OW,usd,7.2
8292,302N406110,kyocera,KYOCERA GEAR Z32 PICKUP,usd,1.2
8293,302N406120,kyocera,KYOCERA ONEWAY-CLUTCH 6,usd,4.8
8294,302N406130,kyocera,KYOCERA LEVER RETARD RELEASE,usd,1.2
8295,302N406140,kyocera,KYOCERA SPRING RETARD LOCK,usd,1.2
8296,302N406150,kyocera,KYOCERA FULCRUM-PIN RETARD,usd,1.2
8297,302N406160,kyocera,KYOCERA LEVER RETARD LOCK,usd,1.2
8298,302N406170,kyocera,KYOCERA GEAR Z28 FEED,usd,1.2
8299,302N406200,kyocera,KYOCERA SPRING RETARD,usd,1.2
8300,302N406210,kyocera,KYOCERA SHAFT FEED PRIMARY B,usd,6.0
8301,302N408010,kyocera,KYOCERA SHEET MPF F,usd,6.0
8302,302N408020,kyocera,KYOCERA SHEET MPF R,usd,6.0
8303,302N408030,kyocera,KYOCERA SHAFT MIDDLE,usd,1.2
